,Instace name,RaisWIA's Obj.Value,RaisWIA's t(s)
0,./PDPT/PDPT-R5-K2-T1-Q100-9.txt,556.2148644351043,0.37082910537719727
1,./PDPT/PDPT-R5-K3-T3-Q100-6.txt,397.5036411166888,4.212454080581665
2,./PDPT/PDPT-R5-K2-T1-Q100-0.txt,512.7914790604841,0.14115190505981445
3,./PDPT/PDPT-R7-K2-T1-Q100-8.txt,546.6471514166604,5.065670013427734
4,./PDPT/PDPT-R7-K2-T1-Q100-9.txt,563.2029223445628,81.97864198684692
5,./PDPT/PDPT-R5-K3-T3-Q100-7.txt,436.6898127481707,2.6044888496398926
6,./PDPT/PDPT-R5-K2-T1-Q100-8.txt,341.6068115919266,0.09509611129760742
7,./PDPT/PDPT-R5-K2-T2-Q100-0.txt,428.41393304781,0.7315311431884766
8,./PDPT/PDPT-R7-K2-T1-Q100-7.txt,596.9328224729833,11.19419813156128
9,./PDPT/PDPT-R7-K3-T3-Q100-0.txt,555.0301506544424,521.2258541584015
10,./PDPT/PDPT-R5-K2-T1-Q100-5.txt,315.74946503016855,0.10856389999389648
11,./PDPT/PDPT-R7-K3-T3-Q100-2.txt,556.7858460167091,303.13516497612
12,./PDPT/PDPT-R7-K2-T1-Q100-5.txt,458.5031574060572,27.780725955963135
13,./PDPT/PDPT-R7-K3-T3-Q100-5.txt,508.84239899202663,126.57393717765808
14,./PDPT/PDPT-R5-K2-T2-Q100-2.txt,346.88542276452665,0.7619400024414062
15,./PDPT/PDPT-R5-K2-T2-Q100-1.txt,376.5748305916906,2.199728012084961
16,./PDPT/PDPT-R7-K2-T1-Q100-3.txt,483.451741257441,147.66422605514526
17,./PDPT/PDPT-R7-K3-T3-Q100-4.txt,586.1756755395551,157.09149599075317
18,./PDPT/PDPT-R5-K2-T2-Q100-7.txt,365.10930433948715,0.3516108989715576
19,./PDPT/PDPT-R5-K2-T1-Q100-4.txt,389.4566648986799,0.12386012077331543
20,./PDPT/PDPT-R5-K3-T3-Q100-8.txt,505.977817190963,10.20745587348938
21,./PDPT/PDPT-R5-K3-T3-Q100-9.txt,402.10896621155194,6.927311182022095
22,./PDPT/PDPT-R5-K2-T1-Q100-6.txt,405.5462762896907,1.123175859451294
23,./PDPT/PDPT-R5-K3-T3-Q100-4.txt,370.5676766195649,0.1940751075744629
24,./PDPT/PDPT-R5-K2-T2-Q100-9.txt,399.7962096677813,0.4751548767089844
25,./PDPT/PDPT-R5-K2-T1-Q100-1.txt,484.0614520701912,1.1372418403625488
26,./PDPT/PDPT-R7-K2-T1-Q100-2.txt,579.8308625880517,10.018649101257324
27,./PDPT/PDPT-R5-K2-T2-Q100-6.txt,334.881028871829,0.8266849517822266
28,./PDPT/PDPT-R7-K3-T3-Q100-3.txt,535.1865946755378,145.3186490535736
29,./PDPT/PDPT-R5-K2-T2-Q100-8.txt,479.8294474420633,0.7815499305725098
30,./PDPT/PDPT-R7-K2-T1-Q100-1.txt,629.9558408951078,12.769229888916016
31,./PDPT/PDPT-R5-K2-T2-Q100-5.txt,556.5712500780227,2.030484199523926
32,./PDPT/PDPT-R7-K3-T3-Q100-7.txt,713.191173462077,473.1336522102356
33,./PDPT/PDPT-R5-K3-T3-Q100-1.txt,430.46349607175034,0.21748805046081543
34,./PDPT/PDPT-R5-K2-T1-Q100-7.txt,403.9259579503839,0.5644979476928711
35,./PDPT/PDPT-R7-K2-T1-Q100-0.txt,403.04715225582197,21.026968955993652
36,./PDPT/PDPT-R7-K2-T1-Q100-4.txt,451.7230566066056,4.759538888931274
37,./PDPT/PDPT-R7-K2-T1-Q100-6.txt,536.817149690449,5.066694974899292
38,./PDPT/PDPT-R7-K3-T3-Q100-9.txt,510.66774986367165,16.12613797187805
39,./PDPT/PDPT-R5-K2-T1-Q100-3.txt,515.7926836508898,0.2713279724121094
40,./PDPT/PDPT-R7-K3-T3-Q100-6.txt,515.2019654168614,63.5754280090332
41,./PDPT/PDPT-R5-K2-T1-Q100-2.txt,499.24070746516367,3.079291820526123
42,./PDPT/PDPT-R5-K3-T3-Q100-5.txt,415.3207069712042,1.9145829677581787
43,./PDPT/PDPT-R7-K3-T3-Q100-1.txt,580.063214928096,27.95962691307068
44,./PDPT/PDPT-R5-K2-T2-Q100-4.txt,331.5580045394904,0.2850470542907715
45,./PDPT/PDPT-R5-K3-T3-Q100-0.txt,352.84222364360943,0.5927619934082031
46,./PDPT/PDPT-R5-K2-T2-Q100-3.txt,535.7806733633566,1.3242831230163574
47,./PDPT/PDPT-R7-K3-T3-Q100-8.txt,543.1322718725714,317.72908306121826
48,./PDPT/PDPT-R5-K3-T3-Q100-2.txt,505.85167930167773,3.980473041534424
49,./PDPT/PDPT-R5-K3-T3-Q100-3.txt,396.78501220090556,0.5416481494903564
