,Instace name,Lyu's Obj.Value,Lyu's t(s),ValidConstr1's Obj.Value,ValidConstr1's t(s)
29,./PDPT/PDPT-R5-K3-T3-Q100-9.txt,402.1089662,0.326999903,402.1089662,0.361999989
30,./PDPT/PDPT-R7-K2-T1-Q100-0.txt,403.0471523,0.474999905,403.0471523,0.471999884
31,./PDPT/PDPT-R7-K2-T1-Q100-1.txt,629.9558409,0.88499999,629.9558409,0.894000053
32,./PDPT/PDPT-R7-K2-T1-Q100-2.txt,579.8308626,0.279000044,579.8308626,0.309000015
33,./PDPT/PDPT-R7-K2-T1-Q100-3.txt,483.4517413,23.49499989,483.4517413,16.61000013
34,./PDPT/PDPT-R7-K2-T1-Q100-4.txt,451.7230566,0.487999916,451.7230566,0.504999876
35,./PDPT/PDPT-R7-K2-T1-Q100-5.txt,458.5031574,0.411999941,458.5031574,0.357000113
36,./PDPT/PDPT-R7-K2-T1-Q100-6.txt,536.8171497,0.378000021,536.8171497,0.462000132
37,./PDPT/PDPT-R7-K2-T1-Q100-7.txt,596.9328225,0.624000072,596.9328225,0.655999899
38,./PDPT/PDPT-R7-K2-T1-Q100-8.txt,546.6471514,0.342000008,546.6471514,0.370999813
39,./PDPT/PDPT-R7-K2-T1-Q100-9.txt,563.2029223,1.280999899,563.2029223,1.277999878
40,./PDPT/PDPT-R7-K3-T3-Q100-0.txt,555.0301507,2.363999844,555.0301507,2.369999886
41,./PDPT/PDPT-R7-K3-T3-Q100-1.txt,580.0632167,0.700999975,580.0632167,0.703000069
42,./PDPT/PDPT-R7-K3-T3-Q100-2.txt,556.785846,1.421000004,556.785846,1.40899992
43,./PDPT/PDPT-R7-K3-T3-Q100-3.txt,535.1865947,4.825000048,535.1865947,4.752000093
44,./PDPT/PDPT-R7-K3-T3-Q100-4.txt,586.1756755,1.054000139,586.1756755,1.105999947
45,./PDPT/PDPT-R7-K3-T3-Q100-5.txt,508.842399,8.621999979,508.842399,8.738999844
46,./PDPT/PDPT-R7-K3-T3-Q100-6.txt,515.2019654,1.499000072,515.2019654,1.572000027
47,./PDPT/PDPT-R7-K3-T3-Q100-7.txt,713.1911735,0.673000097,713.1911735,0.657000065
48,./PDPT/PDPT-R7-K3-T3-Q100-8.txt,543.1322719,0.90899992,543.1322719,0.914000034
49,./PDPT/PDPT-R7-K3-T3-Q100-9.txt,510.6677499,0.77699995,510.6677499,0.764000177
,,472.9657281,1.301859984,472.9657281,1.161379991
