,Instace name,Lyu's Obj.Value,Lyu's t(s),ValidConstr1's Obj.Value,ValidConstr1's t(s)
0,./PDPT/PDPT-R5-K2-T1-Q100-0.txt,512.7914791,0.154999971,512.7914791,0.196999788
1,./PDPT/PDPT-R5-K2-T1-Q100-1.txt,484.061446,0.411000013,484.0614521,0.557999849
2,./PDPT/PDPT-R5-K2-T1-Q100-2.txt,499.2407183,0.450000048,499.2407183,0.257999897
3,./PDPT/PDPT-R5-K2-T1-Q100-3.txt,515.7926837,0.193000078,515.7926837,0.207999945
4,./PDPT/PDPT-R5-K2-T1-Q100-4.txt,389.4566649,0.142999887,389.4566649,0.179000139
5,./PDPT/PDPT-R5-K2-T1-Q100-5.txt,315.749465,0.114000082,315.749465,0.106999874
6,./PDPT/PDPT-R5-K2-T1-Q100-6.txt,405.5462763,0.160000086,405.5462763,0.14199996
7,./PDPT/PDPT-R5-K2-T1-Q100-7.txt,403.925958,0.238999844,403.925958,0.208999872
8,./PDPT/PDPT-R5-K2-T1-Q100-8.txt,341.6068116,0.142999887,341.6068116,0.20299983
9,./PDPT/PDPT-R5-K2-T1-Q100-9.txt,556.2148644,0.38499999,556.2148644,0.292000055
10,./PDPT/PDPT-R5-K2-T2-Q100-0.txt,428.413933,0.458999872,428.413933,0.385999918
11,./PDPT/PDPT-R5-K2-T2-Q100-1.txt,376.5748306,1.594000101,376.5748306,1.283000231
12,./PDPT/PDPT-R5-K2-T2-Q100-2.txt,346.8854228,0.161999941,346.8854228,0.157000065
13,./PDPT/PDPT-R5-K2-T2-Q100-3.txt,535.7806734,0.243999958,535.7806734,0.282000065
14,./PDPT/PDPT-R5-K2-T2-Q100-4.txt,331.5580045,0.142999887,331.5580045,0.131999969
15,./PDPT/PDPT-R5-K2-T2-Q100-5.txt,556.5712501,0.110999823,556.5712501,0.116000175
16,./PDPT/PDPT-R5-K2-T2-Q100-6.txt,334.8810289,0.478999853,334.8810289,0.347000122
17,./PDPT/PDPT-R5-K2-T2-Q100-7.txt,365.1093043,0.194999933,365.1093043,0.183000088
18,./PDPT/PDPT-R5-K2-T2-Q100-8.txt,479.8294474,0.144999981,479.8294474,0.145999908
19,./PDPT/PDPT-R5-K2-T2-Q100-9.txt,399.7962097,0.160999775,399.7962097,0.161999941
20,./PDPT/PDPT-R5-K3-T3-Q100-0.txt,352.8422236,0.629999876,352.8422236,0.443000078
21,./PDPT/PDPT-R5-K3-T3-Q100-1.txt,430.4634961,0.377000093,430.4634961,0.411000013
22,./PDPT/PDPT-R5-K3-T3-Q100-2.txt,505.8516793,0.240999937,505.8517634,0.271000147
23,./PDPT/PDPT-R5-K3-T3-Q100-3.txt,396.7850122,0.292000055,396.7850122,0.322999954
24,./PDPT/PDPT-R5-K3-T3-Q100-4.txt,370.5676766,0.298000097,370.5676766,0.309000015
25,./PDPT/PDPT-R5-K3-T3-Q100-5.txt,415.320707,0.24000001,415.320707,0.273999929
26,./PDPT/PDPT-R5-K3-T3-Q100-6.txt,397.5036411,0.44299984,397.5036411,0.503000021
27,./PDPT/PDPT-R5-K3-T3-Q100-7.txt,436.6898127,0.324999809,436.6898127,0.350000143
28,./PDPT/PDPT-R5-K3-T3-Q100-8.txt,505.9778172,4.644000053,505.9778172,3.440999985
29,./PDPT/PDPT-R5-K3-T3-Q100-9.txt,402.1089662,0.318000078,402.1089662,0.335999966
30,./PDPT/PDPT-R7-K2-T1-Q100-0.txt,403.0471523,0.473999977,403.0471523,0.51699996
31,./PDPT/PDPT-R7-K2-T1-Q100-1.txt,629.9558409,0.91899991,629.9558409,1.180999994
32,./PDPT/PDPT-R7-K2-T1-Q100-2.txt,579.8308626,0.26699996,579.8308626,0.30099988
33,./PDPT/PDPT-R7-K2-T1-Q100-3.txt,483.4517413,23.95900011,483.4517413,12.89400005
34,./PDPT/PDPT-R7-K2-T1-Q100-4.txt,451.7230566,0.510999918,451.7230566,0.535000086
35,./PDPT/PDPT-R7-K2-T1-Q100-5.txt,458.5031574,0.371999979,458.5031574,0.40899992
36,./PDPT/PDPT-R7-K2-T1-Q100-6.txt,536.8171497,0.402999878,536.8171497,0.407000065
37,./PDPT/PDPT-R7-K2-T1-Q100-7.txt,596.9328225,0.68599987,596.9328225,0.785000086
38,./PDPT/PDPT-R7-K2-T1-Q100-8.txt,546.6471514,0.335999966,546.6471514,0.323000193
39,./PDPT/PDPT-R7-K2-T1-Q100-9.txt,563.2029223,1.184999943,563.2029223,1.261999846
40,./PDPT/PDPT-R7-K3-T3-Q100-0.txt,555.0301507,2.332000017,555.0301507,2.759000063
41,./PDPT/PDPT-R7-K3-T3-Q100-1.txt,580.0632167,0.74000001,580.0632167,0.79700017
42,./PDPT/PDPT-R7-K3-T3-Q100-2.txt,556.785846,1.33100009,556.785846,1.389999866
43,./PDPT/PDPT-R7-K3-T3-Q100-3.txt,535.1865947,4.818000078,535.1865947,5.130999804
44,./PDPT/PDPT-R7-K3-T3-Q100-4.txt,586.1756755,1,586.1756755,0.90199995
45,./PDPT/PDPT-R7-K3-T3-Q100-5.txt,508.842399,8.680999994,508.842399,11.71200013
46,./PDPT/PDPT-R7-K3-T3-Q100-6.txt,515.2019654,1.411000013,515.2019654,1.200999975
47,./PDPT/PDPT-R7-K3-T3-Q100-7.txt,713.1911735,0.672999859,713.1911735,0.674000025
48,./PDPT/PDPT-R7-K3-T3-Q100-8.txt,543.1322719,0.917999983,543.1322719,1.019999981
49,./PDPT/PDPT-R7-K3-T3-Q100-9.txt,510.6677499,0.732000113,510.6677499,0.777999878
,avg.,472.9657281,1.312839971,472.9657299,1.143719997
